"","Character","Occupation","Category","appearances","HigherCategory","Rank","Rank2","id"
"2472","Joe Lieberman","American politician and former United States Senator from Connecticut","U.S. Politician","7","Politicians & Law Professionals","-1","-1","2472"
"2473","Joe Manchin","senior United States Senator from West Virginia","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2473"
"2474","Joe Trippi","American Democratic campaign worker and consultant","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2474"
"2475","Joe Wilson","US Representative for South Carolina's 2nd congressional district","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2475"
"2476","John Anderson","Former US Congressman and presidential candidate from Illinois (during 1980 election season)","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2476"
"2477","John Ashcroft","American attorney and politician who served as the 79th U.S. Attorney General (2001–2005), in the George W. Bush Administration","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2477"
"2478","John Boehner","American politician who served as the 53rd Speaker of the United States House of Representatives from 2011 to 2015","U.S. Politician","8","Politicians & Law Professionals","-1","-1","2478"
"2479","John Connally","American politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2479"
"2480","John Conyers","U.S. Representative for Michigan's 13th congressional district","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2480"
"2481","John Dean","White House Counsel for US President Richard Nixon","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2481"
"2482","John Edwards","former American politician who served as a U.S. Senator from North Carolina","U.S. Politician","10","Politicians & Law Professionals","-1","-1","2482"
"2483","John Ensign","American veterinarian and former politician based in Las Vegas, Nevada","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2483"
"2484","John F. Kennedy","American politician who served as the 35th President of the United States from January 1961 until his assassination in November 1963","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2484"
"2485","John Glenn","United States Marine Corps aviator, engineer, astronaut, and United States Senator from Ohio","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2485"
"2486","John Kasich","American politician, the 69th and current Governor of Ohio","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2486"
"2487","John Kenneth Galbraith","Canadian economist, public official, and diplomat, and a leading proponent of 20th-century American liberalism","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2487"
"2488","John Kerry","American diplomat and politician who served as the 68th United States Secretary of State from 2013 to 2017","U.S. Politician","15","Politicians & Law Professionals","-1","-1","2488"
"2489","John McCain","American politican who currently serves as the senior United States Senator from Arizona","U.S. Politician","11","Politicians & Law Professionals","-1","-1","2489"
"2490","John Murtha","American politician from the U.S. state of Pennsylvania","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2490"
"2491","John Tower","first Republican United States senator from Texas since Reconstruction","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2491"
"2492","Jon Huntsman","American politician, businessman, and diplomat who served as the 16th Governor of Utah from 2005 to 2009, and as U.S. Ambassador to Singapore from 1992 to 1993, and China from 2009 to 2011","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2492"
"2493","Joseph Biden","American politician who was the 47th Vice President of the United States from 2009 to 2017, having been jointly elected twice with President Barack Obama","U.S. Politician","23","Politicians & Law Professionals","-1","-1","2493"
"2494","Joycelyn Elders","American pediatrician and public health administrator, first African American appointed as Surgeon General of the United States","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2494"
"2495","Karen Santorum","American attorney and Republican Party politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2495"
"2496","Karl Rove","American Republican political consultant and policy advisor","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2496"
"2497","Katherine Harris","politician, elected in 1998 as Secretary of State of Florida and in 2002 to the United States House of Representatives from Florida","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2497"
"2498","Kathleen Sebelius","American politician who served as the 21st United States Secretary of Health and Human Services from 2009 until 2014","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2498"
"2499","Kay Bailey Hutchison","former United States Senator from Texas","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2499"
"2500","Kellyanne Conway","American political activist currently serving as Counselor to President Donald Trump","U.S. Politician","9","Politicians & Law Professionals","-1","-1","2500"
"2501","Lamar Alexander","American politician, and the senior United States Senator from Tennessee, having served since 2003","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2501"
"2502","Larry Speakes","acting press spokesman for the White House under President Ronald Reagan, having held the position from 1981 to 1987","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2502"
"2503","Lincoln Chafee","American politician from Rhode Island","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2503"
"2504","Lindsey Graham","American politician and member of the Republican Party who has served as a United States Senator from South Carolina since 2003 and the senior Senator from South Carolina since 2005","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2504"
"2505","Lloyd Bentsen","American politician who was a four-term United States Senator (1971–1993) from Texas and the Democratic Party nominee for vice president in 1988 on the Michael Dukakis ticket","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2505"
"2506","Manuel Noriega","former Panamanian politician and military officer","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2506"
"2507","Marco Rubio","American politician and attorney, and the junior United States Senator from Florida","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2507"
"2508","Marguerite LeHand","private secretary to US President Franklin D. Roosevelt for 21 years","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2508"
"2509","Marianne Ginther","American politician from Georgia and author who served as the 50th Speaker of the United States House of Representatives from 1995 to 1999","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2509"
"2510","Mario Cuomo","American Democratic politician","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2510"
"2511","Marion Barry","American politician who served as the second Mayor of the District of Columbia from 1979 to 1991, and again as the fourth mayor from 1995 to 1999","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2511"
"2512","Mark Sanford","American politician and member of the Republican Party","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2512"
"2513","Martin O'Malley","American politician who was the 61st Governor of Maryland from 2007 to 2015","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2513"
"2514","Mary Beth Cahill","American political figure, who served as the campaign manager of Senator John Kerry's campaign for the Democratic nomination for President","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2514"
"2515","Mary Bono","former U.S. Representative for California's 45th congressional district, and previously the 44th, serving from 1998 to 2013","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2515"
"2516","Mary Fitzpatrick","former Irish Fianna Fáil politician and former member of Dublin City Council, representing the Cabra-Glasnevin electoral area","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2516"
"2517","Max Baucus","American politician and diplomat who was a United States Senator from Montana from 1978 to 2014","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2517"
"2518","Maxine Waters","U.S. Representative for California's 43rd congressional district, and previously the 35th and 29th districts, serving since 1991","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2518"
